"pagos","gratis","carga.paga","carga.gratis","correio"
3493,14,3162,0,0
141,0,0,0,0
7876,35,12690,42,3882
3012,9,6753,0,43
210,0,0,0,0
7801,30,19625,0,795
0,0,0,0,0
9143,15,93,0,0
0,0,0,0,0
7694,5,19820,0,6603
12,0,0,0,0
8984,5,2711,0,0
0,0,0,0,0
295,1,0,0,0
0,0,0,0,0
8535,14,12465,1168,1638
7483,16,8132,0,103
301,2,0,0,0
8858,24,23543,0,493
4940,7,3453,0,0
3911,2,21243,7,10363
4846,1,1810,0,0
214,2,0,0,0
9361,43,14415,0,713
3399,2,11721,0,66
166,2,0,0,0
9914,34,20677,0,750
4661,8,142,0,0
3516,5,13150,0,8475
4565,4,4288,0,0
104,1,119,0,0
9284,25,15657,1,816
3455,5,5206,0,75
103,1,0,0,0
10828,35,17523,0,641
5033,0,597,0,160
3796,6,16457,0,9126
4987,1,7780,0,0
214,0,0,0,0
9523,41,20507,655,717
3616,5,6392,0,129
174,0,0,0,0
9267,36,29433,0,1029
4800,5,123,0,0
4296,6,17003,0,10147
4824,8,4647,0,0
187,2,0,0,0
9005,37,17148,430,620
3560,3,3253,0,151
117,1,0,0,0
9901,40,20611,0,1249
4960,6,2245,0,0
4288,1,14986,0,5966
4613,4,3680,0,0
197,3,0,0,0
11019,21,20382,11,2716
2816,4,5107,0,107
172,3,0,0,0
9621,27,23349,115,732
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,277307,0,0
0,0,169618,0,0
0,0,20801,0,0
0,0,43925,0,0
0,0,147218,0,0
0,0,0,0,0
0,0,43785,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,109680,0,0
0,0,0,0,0
0,0,40710,0,0
0,0,0,0,0
0,0,218362,0,0
0,0,173717,0,0
0,0,443,0,0
0,0,36710,0,0
0,0,158452,0,0
0,0,0,0,0
0,0,67006,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,114664,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,290500,0,0
0,0,170308,0,0
0,0,0,0,0
0,0,35457,0,0
0,0,156894,0,0
0,0,0,0,0
0,0,5678,0,0
0,0,48168,0,0
0,0,54999,0,0
0,0,7440,0,0
0,0,0,0,0
0,0,64082,0,0
0,0,0,0,0
0,0,0,0,0
0,0,20,0,0
0,0,156131,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,12422,0,0
0,0,197942,0,0
0,0,72572,0,0
0,0,0,0,0
0,0,0,0,0
0,0,63576,0,0
0,0,95702,0,0
0,0,13419,0,0
0,0,166822,0,0
0,0,128411,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,27395,0,0
0,0,0,0,0
0,0,249826,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,769,0,0
0,0,69391,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,171129,0,0
0,0,2070,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,149824,0,0
0,0,77702,0,0
0,0,0,0,0
0,0,0,0,0
0,0,26872,0,0
0,0,98406,0,0
0,0,4111,0,0
0,0,12374,0,0
0,0,177646,0,0
0,0,129647,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,341448,0,0
0,0,88312,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,19452,0,0
0,0,0,0,0
0,0,87266,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,114624,0,0
0,0,52,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,15498,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,704,0,0
0,0,157679,0,0
0,0,16381,0,0
0,0,0,0,0
0,0,0,0,0
0,0,87965,0,0
0,0,164506,0,0
0,0,34233,0,0
0,0,134513,0,0
0,0,182602,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,24012,0,0
0,0,43356,0,0
0,0,0,0,0
0,0,233442,0,0
0,0,114376,0,0
0,0,0,0,0
0,0,25380,0,0
0,0,23125,0,0
0,0,43812,0,0
0,0,566,0,0
0,0,47831,0,0
0,0,0,0,0
0,0,0,0,0
0,0,231,0,0
0,0,0,0,0
0,0,0,0,0
0,0,103134,0,0
0,0,36347,0,0
0,0,356,0,0
0,0,0,0,0
0,0,0,0,0
0,0,13043,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,183,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,16269,0,0
0,0,25078,0,0
0,0,5325,0,0
0,0,218504,0,0
0,0,16180,0,0
0,0,0,0,0
0,0,0,0,0
0,0,128909,0,0
0,0,171484,0,0
0,0,0,0,0
0,0,4570,0,0
0,0,11335,0,0
0,0,187275,0,0
0,0,107845,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,37474,0,0
0,0,0,0,0
0,0,32054,0,0
0,0,0,0,0
0,0,242064,0,0
0,0,107900,0,0
0,0,0,0,0
0,0,39892,0,0
0,0,0,0,0
0,0,0,0,0
0,0,47748,0,0
0,0,17604,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,129745,0,0
0,0,0,0,0
0,0,21204,0,0
0,0,0,0,0
0,0,0,0,0
0,0,8634,0,0
0,0,0,0,0
0,0,1184,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,34943,0,0
0,0,183302,0,0
0,0,33219,0,0
0,0,1538,0,0
0,0,11738,0,0
0,0,92605,0,0
0,0,159121,0,0
0,0,23395,0,0
0,0,17913,0,0
0,0,110385,0,0
0,0,129597,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,447,0,0
0,0,44160,0,0
0,0,19121,0,0
0,0,0,0,0
0,0,54539,0,0
0,0,0,0,0
0,0,0,0,0
0,0,122,0,0
0,0,67033,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,12830,0,0
0,0,104510,0,0
0,0,5504,0,0
0,0,0,0,0
0,0,0,0,0
0,0,19277,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,7606,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,734,0,0
0,0,124160,0,0
0,0,18963,0,0
0,0,0,0,0
0,0,19179,0,0
0,0,79321,0,0
0,0,192192,0,0
0,0,1111,0,0
0,0,21995,0,0
0,0,166579,0,0
0,0,128558,0,0
0,0,0,0,0
0,0,71,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1395,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,121146,0,0
0,0,0,0,0
0,0,0,0,0
0,0,117011,0,0
0,0,4619,0,0
0,0,0,0,0
0,0,1172,0,0
0,0,65091,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,7832,0,0
0,0,0,0,0
0,0,67009,0,0
0,0,4,0,0
0,0,0,0,0
0,0,99277,0,0
0,0,1588,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1470,0,0
0,0,0,0,0
0,0,10266,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,48676,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1886,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,9254,0,0
0,0,3858,0,0
0,0,156725,0,0
0,0,40336,0,0
0,0,21300,0,0
0,0,25701,0,0
0,0,184129,0,0
0,0,0,0,0
0,0,31015,0,0
0,0,126260,0,0
0,0,131838,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,36980,0,0
0,0,17049,0,0
0,0,0,0,0
0,0,131854,0,0
0,0,25698,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,50355,0,0
0,0,54321,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,23538,0,0
0,0,0,0,0
0,0,75315,0,0
0,0,160,0,0
0,0,0,0,0
0,0,41,0,0
0,0,2036,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,4932,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,276366,0,0
0,0,21216,0,0
0,0,0,0,0
0,0,35217,0,0
0,0,38436,0,0
0,0,161997,0,0
0,0,1826,0,0
0,0,19135,0,0
0,0,5794,0,0
0,0,164177,0,0
0,0,30456,0,0
0,0,13152,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,228734,0,0
0,0,41437,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,53593,0,0
0,0,0,0,0
0,0,11827,0,0
0,0,0,0,0
0,0,49133,0,0
0,0,0,0,0
0,0,2165,0,0
0,0,0,0,0
0,0,48771,0,0
0,0,0,0,0
0,0,0,0,0
0,0,552,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,10303,0,0
0,0,117273,0,0
0,0,46282,0,0
0,0,39246,0,0
0,0,69486,0,0
0,0,105428,0,0
0,0,165,0,0
0,0,624,0,0
0,0,34720,0,0
0,0,37652,0,0
0,0,14897,0,0
0,0,21565,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,4176,0,0
0,0,0,0,0
0,0,103169,0,0
0,0,40248,0,0
0,0,12874,0,0
0,0,5513,0,0
0,0,0,0,0
0,0,27042,0,0
0,0,0,0,0
0,0,0,0,0
0,0,78349,0,0
0,0,17119,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1977,0,0
0,0,0,0,0
0,0,69331,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,161,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,50015,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,60,0,0
0,0,5643,0,0
2889,12,0,126,0
1703,33,593,0,0
2436,11,3357,249,2869
2770,15,0,1144,0
1914,40,0,0,0
2387,14,9034,1,2499
2715,8,0,957,0
1510,34,191,0,0
2228,25,1163,127,3188
2968,10,0,1991,0
1755,32,394,0,0
2175,17,9611,2,378
3093,6,0,1601,0
1802,28,356,0,0
2692,9,1544,105,1067
2667,8,1031,4823,0
1828,27,84,0,1097
2360,4,11439,0,1170
2983,6,0,583,0
1843,24,0,0,0
2786,14,455,0,1824
2489,11,151,841,0
1803,34,0,0,0
2405,18,2955,2,939
0,0,0,0,0
2932,13,0,1987,0
1809,27,2214,0,0
2469,13,1204,1,0
0,0,0,0,0
2495,11,0,2416,0
2020,29,0,24,0
2294,22,4860,1,1524
2634,5,0,1081,0
1702,19,1647,0,0
2529,25,1084,4,0
2185,10,0,752,0
1754,20,48,0,145
2123,40,2641,47,1172
2823,28,0,3,0
2167,13,526,0,0
2728,9,1376,235,0
2490,25,0,34,0
1885,7,108,0,0
2460,20,7733,8,116
2920,8,0,0,0
1982,14,208,0,0
2540,17,231,346,0
2438,8,0,0,0
2079,22,282,0,237
2411,33,9964,86,1574
2549,6,0,0,0
1569,15,417,0,0
1905,13,633,197,0
2155,4,0,0,0
1775,15,111,0,67
1979,47,15203,21,145
1514,6,0,0,0
1961,19,178,0,0
2394,20,311,254,0
1403,2,0,0,0
1932,17,168,0,0
2176,22,17248,155,126
2715,16,0,0,0
2000,15,141,0,0
2689,11,1497,191,948
2518,17,1365,0,0
2025,9,926,0,0
2611,42,74691,86,791
2839,22,0,18726,0
1896,28,126,0,0
4001,56,44445,271,749
1849,27,0,0,0
1703,21,217,0,0
3160,21,119342,72,74
0,0,15017,0,0
0,0,260659,0,0
0,0,473462,0,0
0,0,3314,0,0
0,0,79828,0,0
0,0,39089,0,0
0,0,794364,0,0
0,0,19498,0,0
0,0,52125,0,0
0,0,73589,0,0
0,0,122277,0,0
0,0,1872,0,0
0,0,135637,0,0
0,0,0,0,0
0,0,40909,0,0
0,0,0,0,0
0,0,0,0,0
0,0,139404,0,0
0,0,19893,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,9,0,0
0,0,1008523,0,0
0,0,0,0,0
0,0,35778,0,0
0,0,0,0,0
0,0,0,0,0
0,0,113363,0,0
0,0,0,0,0
0,0,0,0,0
0,0,4070,0,0
0,0,1184984,0,0
0,0,121486,0,0
0,0,273492,0,0
0,0,0,0,0
0,0,4693,0,0
0,0,76319,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,271998,0,0
0,0,0,0,0
0,0,4078,0,0
0,0,0,0,0
0,0,119,0,0
0,0,5170,0,0
0,0,0,0,0
0,0,28505,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1316,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,477241,0,0
0,0,268638,0,0
0,0,0,0,0
0,0,1468,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,21719,0,0
0,0,16286,0,0
0,0,888,0,0
0,0,6003,0,0
0,0,244359,0,0
0,0,482163,0,0
0,0,11464,0,0
0,0,121657,0,0
0,0,52605,0,0
0,0,884572,0,0
0,0,6973,0,0
0,0,32782,0,0
0,0,23020,0,0
0,0,121262,0,0
0,0,16126,0,0
0,0,0,0,0
0,0,0,0,0
0,0,140145,0,0
0,0,60547,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1264599,0,0
0,0,9934,0,0
0,0,0,0,0
0,0,2587,0,0
0,0,977,0,0
0,0,113543,0,0
0,0,19394,0,0
0,0,0,0,0
0,0,18493,0,0
0,0,1298043,0,0
0,0,163029,0,0
0,0,134713,0,0
0,0,403,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,11508,0,0
0,0,0,0,0
0,0,0,0,0
0,0,268736,0,0
0,0,0,0,0
0,0,60121,0,0
0,0,1,0,0
0,0,0,0,0
0,0,4101,0,0
0,0,0,0,0
0,0,0,0,0
0,0,19218,0,0
0,0,708,0,0
0,0,3394,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,500,0,0
0,0,476057,0,0
0,0,318043,0,0
0,0,710,0,0
0,0,0,0,0
0,0,0,0,0
0,0,24399,0,0
0,0,6280,0,0
0,0,232228,0,0
0,0,462674,0,0
0,0,6999,0,0
0,0,62754,0,0
0,0,66252,0,0
0,0,1099647,0,0
0,0,65765,0,0
0,0,38458,0,0
0,0,145885,0,0
0,0,323415,0,0
0,0,95683,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1622159,0,0
0,0,1767,0,0
0,0,20466,0,0
0,0,0,0,0
0,0,130910,0,0
0,0,0,0,0
0,0,40069,0,0
0,0,1445643,0,0
0,0,185500,0,0
0,0,283889,0,0
0,0,5470,0,0
0,0,0,0,0
0,0,247232,0,0
0,0,0,0,0
0,0,4576,0,0
0,0,160,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,31700,0,0
0,0,2445,0,0
0,0,3644,0,0
0,0,586,0,0
0,0,0,0,0
0,0,0,0,0
0,0,610499,0,0
0,0,361846,0,0
0,0,0,0,0
0,0,34401,0,0
0,0,0,0,0
0,0,35119,0,0
0,0,500,0,0
0,0,0,0,0
0,0,9465,0,0
0,0,22435,0,0
0,0,183414,0,0
0,0,532612,0,0
0,0,14713,0,0
0,0,16461,0,0
0,0,78506,0,0
0,0,1100888,0,0
0,0,36460,0,0
0,0,75816,0,0
0,0,36436,0,0
0,0,141460,0,0
0,0,1805,0,0
0,0,116380,0,0
0,0,21519,0,0
0,0,0,0,0
0,0,50217,0,0
0,0,34312,0,0
0,0,7132,0,0
0,0,42321,0,0
0,0,182725,0,0
0,0,135415,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1346464,0,0
0,0,4,0,0
0,0,27387,0,0
0,0,8428,0,0
0,0,140266,0,0
0,0,0,0,0
0,0,0,0,0
0,0,61002,0,0
0,0,1406083,0,0
0,0,158008,0,0
0,0,280143,0,0
0,0,0,0,0
0,0,35803,0,0
0,0,46838,0,0
0,0,0,0,0
0,0,43598,0,0
0,0,26833,0,0
0,0,323103,0,0
0,0,39,0,0
0,0,57007,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,49405,0,0
0,0,18879,0,0
0,0,0,0,0
0,0,1052,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,44684,0,0
0,0,355427,0,0
0,0,338000,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,19488,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,232,0,0
0,0,120314,0,0
0,0,590043,0,0
0,0,6764,0,0
0,0,65486,0,0
0,0,62662,0,0
0,0,1191957,0,0
0,0,19389,0,0
0,0,91862,0,0
0,0,14979,0,0
0,0,181094,0,0
0,0,0,0,0
0,0,56821,0,0
0,0,34312,0,0
0,0,0,0,0
0,0,0,0,0
0,0,17285,0,0
0,0,0,0,0
0,0,0,0,0
0,0,305467,0,0
0,0,69081,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1093024,0,0
0,0,5568,0,0
0,0,17756,0,0
0,0,202,0,0
0,0,0,0,0
0,0,130829,0,0
0,0,0,0,0
0,0,29739,0,0
0,0,1077402,0,0
0,0,178624,0,0
0,0,0,0,0
0,0,274571,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1265,0,0
0,0,319789,0,0
0,0,3235,0,0
0,0,36641,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,39488,0,0
0,0,39,0,0
0,0,2252,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,627863,0,0
0,0,301086,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2084,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2196,0,0
0,0,15526,0,0
0,0,100367,0,0
0,0,518604,0,0
0,0,2979,0,0
0,0,29790,0,0
0,0,1156914,0,0
0,0,67646,0,0
0,0,80626,0,0
0,0,7788,0,0
0,0,79329,0,0
0,0,48190,0,0
0,0,3244,0,0
0,0,26511,0,0
0,0,40392,0,0
0,0,0,0,0
0,0,0,0,0
0,0,364664,0,0
0,0,142838,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,14000,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1294,0,0
0,0,1004944,0,0
0,0,2782,0,0
0,0,1287,0,0
0,0,19327,0,0
0,0,33791,0,0
0,0,0,0,0
0,0,163051,0,0
0,0,0,0,0
0,0,71880,0,0
0,0,1067880,0,0
0,0,122259,0,0
0,0,36464,0,0
0,0,344339,0,0
0,0,0,0,0
0,0,38500,0,0
0,0,47296,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,379081,0,0
0,0,0,0,0
0,0,97068,0,0
0,0,41695,0,0
0,0,1304,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,51435,0,0
0,0,19537,0,0
0,0,7333,0,0
0,0,232,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,594520,0,0
0,0,259335,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2207,0,0
0,0,287,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1262,0,0
0,0,7005,0,0
0,0,161432,0,0
0,0,495360,0,0
0,0,15999,0,0
0,0,18138,0,0
0,0,88855,0,0
0,0,1124708,0,0
0,0,34346,0,0
0,0,50079,0,0
0,0,8551,0,0
0,0,102351,0,0
0,0,48225,0,0
0,0,70951,0,0
0,0,21917,0,0
0,0,41363,0,0
0,0,0,0,0
0,0,0,0,0
0,0,192,0,0
0,0,326595,0,0
0,0,84148,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,853880,0,0
0,0,0,0,0
0,0,38353,0,0
0,0,0,0,0
0,0,386,0,0
0,0,191894,0,0
0,0,0,0,0
0,0,0,0,0
0,0,37006,0,0
0,0,1015516,0,0
0,0,100968,0,0
0,0,0,0,0
0,0,316507,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,20765,0,0
0,0,325841,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,32710,0,0
0,0,516,0,0
0,0,21059,0,0
0,0,3497,0,0
0,0,50401,0,0
0,0,0,0,0
0,0,2860,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,16412,0,0
0,0,0,0,0
0,0,534378,0,0
0,0,220879,0,0
0,0,2354,0,0
0,0,0,0,0
0,0,0,0,0
0,0,10025,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,74549,0,0
0,0,0,0,0
0,0,280,0,0
0,0,36208,0,0
0,0,2089,0,0
0,0,140269,0,0
0,0,589373,0,0
0,0,10013,0,0
0,0,10326,0,0
0,0,56395,0,0
0,0,865323,0,0
0,0,27853,0,0
0,0,20959,0,0
0,0,11503,0,0
0,0,97109,0,0
0,0,97835,0,0
0,0,77951,0,0
0,0,67406,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1408,0,0
0,0,197804,0,0
0,0,100936,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1166882,0,0
0,0,51253,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,117010,0,0
0,0,0,0,0
0,0,21764,0,0
0,0,1287522,0,0
0,0,123775,0,0
0,0,369870,0,0
0,0,0,0,0
0,0,44965,0,0
0,0,0,0,0
0,0,51082,0,0
0,0,0,0,0
0,0,295170,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,3201,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,25785,0,0
0,0,6128,0,0
0,0,775,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,13943,0,0
0,0,568902,0,0
0,0,285727,0,0
0,0,0,0,0
0,0,0,0,0
0,0,16811,0,0
0,0,0,0,0
0,0,0,0,0
0,0,73982,0,0
0,0,0,0,0
0,0,26141,0,0
0,0,29321,0,0
0,0,3356,0,0
0,0,155719,0,0
0,0,541731,0,0
0,0,12247,0,0
0,0,12191,0,0
0,0,90265,0,0
0,0,896200,0,0
0,0,28297,0,0
0,0,26054,0,0
0,0,78141,0,0
0,0,2354,0,0
0,0,0,0,0
0,0,56022,0,0
0,0,32316,0,0
0,0,110511,0,0
0,0,0,0,0
0,0,18658,0,0
0,0,1604,0,0
0,0,235475,0,0
0,0,94006,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1023952,0,0
0,0,257618,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,151482,0,0
0,0,0,0,0
0,0,24936,0,0
0,0,1050172,0,0
0,0,86218,0,0
0,0,264965,0,0
0,0,79647,0,0
0,0,0,0,0
0,0,13862,0,0
0,0,0,0,0
0,0,0,0,0
0,0,231068,0,0
0,0,0,0,0
0,0,19,0,0
0,0,0,0,0
0,0,8530,0,0
0,0,0,0,0
0,0,26571,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,538662,0,0
0,0,270974,0,0
0,0,0,0,0
0,0,20036,0,0
0,0,0,0,0
0,0,0,0,0
0,0,405,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,130415,0,0
0,0,2805,0,0
0,0,57956,0,0
0,0,142109,0,0
0,0,516599,0,0
0,0,7633,0,0
0,0,57676,0,0
0,0,1162754,0,0
0,0,12810,0,0
0,0,24357,0,0
0,0,33781,0,0
0,0,109663,0,0
0,0,12583,0,0
0,0,15142,0,0
0,0,110182,0,0
0,0,211152,0,0
0,0,48164,0,0
0,0,0,0,0
0,0,95580,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,40316,0,0
0,0,1256393,0,0
0,0,49000,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,116541,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,15393,0,0
0,0,1342920,0,0
0,0,191810,0,0
0,0,9449,0,0
0,0,0,0,0
0,0,0,0,0
0,0,254327,0,0
0,0,0,0,0
0,0,15750,0,0
0,0,12548,0,0
0,0,128401,0,0
0,0,0,0,0
0,0,41242,0,0
0,0,0,0,0
0,0,8418,0,0
0,0,0,0,0
0,0,0,0,0
0,0,321114,0,0
0,0,0,0,0
0,0,18682,0,0
0,0,0,0,0
0,0,1125,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,47564,0,0
0,0,12914,0,0
0,0,0,0,0
0,0,5665,0,0
0,0,0,0,0
